  Key      ProductID      Bid Price       Quantity    Offer Price       Quantity
   66      912828M72           99-0       10000000           99-0       10000000
   67      912828M72           99-0       10000000           99-0       10000000
   68      912828M72           99-0       10000000           99-0       10000000
   69      912828M72           99-0       10000000           99-0       10000000
   70      912828M72           99-0       10000000           99-0       10000000
   71      912828M72           99-0       10000000           99-0       10000000
   72      912828M72           99-0       10000000           99-0       10000000
   73      912828M72           99-0       10000000           99-0       10000000
   74      912828M72           99-0       10000000           99-0       10000000
   75      912828M72           99-0       10000000           99-0       10000000
   76      912828M72           99-0       10000000           99-0       10000000
   77      912828M72           99-0       10000000           99-0       10000000
   78      912828M72           99-0       10000000           99-0       10000000
   79      912828M72           99-0       10000000           99-0       10000000
   80      912828M72           99-0       10000000            99-       10000000
   81      912828M72           99-0       10000000            99-       10000000
   82      912828M72           99-0       10000000            99-       10000000
   83      912828M72            99-       10000000            99-       10000000
   84      912828M72            99-       10000000            99-       10000000
   85      912828M72            99-       10000000            99-       10000000
   86      912828M72            99-       10000000            99-       10000000
   87      912828M72            99-       10000000            99-       10000000
   88      912828M72            99-       10000000            99-       10000000
   89      912828M72            99-       10000000            99-       10000000
   90      912828M72            99-       10000000            99-       10000000
   91      912828M72            99-       10000000            99-       10000000
   92      912828M72            99-       10000000            99-       10000000
   93      912828M72            99-       10000000            99-       10000000
   94      912828M72            99-       10000000            99-       10000000
   95      912828M72            99-       10000000            99-       10000000
   96      912828M72            99-       10000000            99-       10000000
   97      912828M72            99-       10000000            99-       10000000
   98      912828M72            99-       10000000            99-       10000000
   99      912828M72            99-       10000000            99-       10000000
  100      912828M72            99-       10000000            99-       10000000
  101      912828M72            99-       10000000            99-       10000000
  102      912828M72            99-       10000000            99-       10000000
  103      912828M72            99-       10000000            99-       10000000
  104      912828M72            99-       10000000            99-       10000000
  105      912828M72            99-       10000000            99-       10000000
  106      912828M72            99-       10000000            99-       10000000
  107      912828M72            99-       10000000            99-       10000000
  108      912828M72            99-       10000000            99-       10000000
  109      912828M72            99-       10000000            99-       10000000
  110      912828M72            99-       10000000            99-       10000000
  111      912828M72            99-       10000000            99-       10000000
  112      912828M72            99-       10000000            99-       10000000
  113      912828M72            99-       10000000            99-       10000000
  114      912828M72            99-       10000000            99-       10000000
  115      912828M72            99-       10000000            99-       10000000
  116      912828M72            99-       10000000            99-       10000000
  117      912828M72            99-       10000000            99-       10000000
  118      912828M72            99-       10000000            99-       10000000
  119      912828M72            99-       10000000            99-       10000000
  120      912828M72            99-       10000000            99-       10000000
  121      912828M72            99-       10000000            99-       10000000
  122      912828M72            99-       10000000            99-       10000000
  123      912828M72            99-       10000000            99-       10000000
  124      912828M72            99-       10000000            99-       10000000
  125      912828M72            99-       10000000            99-       10000000
  126      912828M72            99-       10000000            99-       10000000
  127      912828M72            99-       10000000            99-       10000000
  128      912828M72            99-       10000000            99-       10000000
  129      912828M72            99-       10000000            99-       10000000
  130      912828M72            99-       10000000            99-       10000000
  131      912828M72            99-       10000000            99-       10000000
  132      912828M72            99-       10000000            99-       10000000
  133      912828M72            99-       10000000            99-       10000000
  134      912828M72            99-       10000000            99-       10000000
  135      912828M72            99-       10000000            99-       10000000
  136      912828M72            99-       10000000            99-       10000000
  137      912828M72            99-       10000000            99-       10000000
  138      912828M72            99-       10000000            99-       10000000
  139      912828M72            99-       10000000            99-       10000000
  140      912828M72            99-       10000000            99-       10000000
  141      912828M72            99-       10000000            99-       10000000
  142      912828M72            99-       10000000            99-       10000000
  143      912828M72            99-       10000000            99-       10000000
  144      912828M72            99-       10000000            99-       10000000
  145      912828M72            99-       10000000            99-       10000000
  146      912828M72            99-       10000000            99-       10000000
  147      912828M72            99-       10000000            99-       10000000
  148      912828M72            99-       10000000            99-       10000000
  149      912828M72            99-       10000000            99-       10000000
  150      912828M72            99-       10000000            99-       10000000
  151      912828M72            99-       10000000            99-       10000000
  152      912828M72            99-       10000000            99-       10000000
  153      912828M72            99-       10000000            99-       10000000
  154      912828M72            99-       10000000            99-       10000000
  155      912828M72            99-       10000000            99-       10000000
  156      912828M72            99-       10000000            99-       10000000
  157      912828M72            99-       10000000            99-       10000000
  158      912828M72            99-       10000000            99-       10000000
  159      912828M72            99-       10000000            99-       10000000
  160      912828M72            99-       10000000            99-       10000000
  161      912828M72            99-       10000000            99-       10000000
  162      912828M72            99-       10000000            99-       10000000
  163      912828M72            99-       10000000            99-       10000000
  164      912828M72            99-       10000000            99-       10000000
  165      912828M72            99-       10000000            99-       10000000
  166      912828M72            99-       10000000            99-       10000000
  167      912828M72            99-       10000000            99-       10000000
  168      912828M72            99-       10000000            99-       10000000
  169      912828M72            99-       10000000            99-       10000000
  170      912828M72            99-       10000000            99-       10000000
  171      912828M72            99-       10000000            99-       10000000
  172      912828M72            99-       10000000            99-       10000000
  173      912828M72            99-       10000000            99-       10000000
  174      912828M72            99-       10000000            99-       10000000
  175      912828M72            99-       10000000            99-       10000000
  176      912828M72            99-       10000000            99-       10000000
  177      912828M72            99-       10000000            99-       10000000
  178      912828M72            99-       10000000            99-       10000000
  179      912828M72            99-       10000000            99-       10000000
  180      912828M72            99-       10000000            99-       10000000
  181      912828M72            99-       10000000            99-       10000000
  182      912828M72            99-       10000000            99-       10000000
  183      912828M72            99-       10000000            99-       10000000
  184      912828M72            99-       10000000            99-       10000000
  185      912828M72            99-       10000000            99-       10000000
  186      912828M72            99-       10000000            99-       10000000
  187      912828M72            99-       10000000            99-       10000000
  188      912828M72            99-       10000000            99-       10000000
  189      912828M72            99-       10000000            99-       10000000
  190      912828M72            99-       10000000            99-       10000000
  191      912828M72            99-       10000000            99-       10000000
  192      912828M72            99-       10000000            99-       10000000
  193      912828M72            99-       10000000            99-       10000000
  194      912828M72            99-       10000000            99-       10000000
  195      912828M72            99-       10000000            99-       10000000
  196      912828M72            99-       10000000            99-       10000000
  197      912828M72            99-       10000000            99-       10000000
  198      912828M72            99-       10000000            99-       10000000
  199      912828M72            99-       10000000            99-       10000000
  200      912828M72            99-       10000000            99-       10000000
  201      912828M72            99-       10000000            99-       10000000
  202      912828M72            99-       10000000            99-       10000000
  203      912828M72            99-       10000000            99-       10000000
  204      912828M72            99-       10000000            99-       10000000
  205      912828M72            99-       10000000            99-       10000000
  206      912828M72            99-       10000000            99-       10000000
  207      912828M72            99-       10000000            99-       10000000
  208      912828M72            99-       10000000            99-       10000000
  209      912828M72            99-       10000000            99-       10000000
  210      912828M72            99-       10000000            99-       10000000
  211      912828M72            99-       10000000            99-       10000000
  212      912828M72            99-       10000000            99-       10000000
  213      912828M72            99-       10000000            99-       10000000
  214      912828M72            99-       10000000            99-       10000000
  215      912828M72            99-       10000000            99-       10000000
  216      912828M72            99-       10000000            99-       10000000
  217      912828M72            99-       10000000            99-       10000000
  218      912828M72            99-       10000000            99-       10000000
  219      912828M72            99-       10000000            99-       10000000
  220      912828M72            99-       10000000            99-       10000000
  221      912828M72            99-       10000000            99-       10000000
  222      912828M72            99-       10000000            99-       10000000
  223      912828M72            99-       10000000            99-       10000000
  224      912828M72            99-       10000000            99-       10000000
  225      912828M72            99-       10000000            99-       10000000
  226      912828M72            99-       10000000            99-       10000000
  227      912828M72            99-       10000000            99-       10000000
  228      912828M72            99-       10000000            99-       10000000
  229      912828M72            99-       10000000            99-       10000000
  230      912828M72            99-       10000000            99-       10000000
  231      912828M72            99-       10000000            99-       10000000
  232      912828M72            99-       10000000            99-       10000000
  233      912828M72            99-       10000000            99-       10000000
  234      912828M72            99-       10000000            99-       10000000
  235      912828M72            99-       10000000            99-       10000000
  236      912828M72            99-       10000000            99-       10000000
  237      912828M72            99-       10000000            99-       10000000
  238      912828M72            99-       10000000            99-       10000000
  239      912828M72            99-       10000000            99-       10000000
  240      912828M72            99-       10000000            99-       10000000
  241      912828M72            99-       10000000            99-       10000000
  242      912828M72            99-       10000000            99-       10000000
  243      912828M72            99-       10000000            99-       10000000
  244      912828M72            99-       10000000            99-       10000000
  245      912828M72            99-       10000000            99-       10000000
  246      912828M72            99-       10000000            99-       10000000
  247      912828M72            99-       10000000            99-       10000000
  248      912828M72            99-       10000000            99-       10000000
  249      912828M72            99-       10000000            99-       10000000
  250      912828M72            99-       10000000            99-       10000000
  251      912828M72            99-       10000000            99-       10000000
  252      912828M72            99-       10000000            99-       10000000
  253      912828M72            99-       10000000            99-       10000000
  254      912828M72            99-       10000000            99-       10000000
  255      912828M72            99-       10000000            99-       10000000
  256      912828M72            99-       10000000          100-0       10000000
  257      912828M72            99-       10000000          100-0       10000000
  258      912828M72            99-       10000000          100-0       10000000
  259      912828M72          100-0       10000000          100-0       10000000
  260      912828M72          100-0       10000000          100-0       10000000
  261      912828M72          100-0       10000000          100-0       10000000
  262      912828M72          100-0       10000000          100-0       10000000
  263      912828M72          100-0       10000000          100-0       10000000
  264      912828M72          100-0       10000000          100-0       10000000
  265      912828M72          100-0       10000000          100-0       10000000
  266      912828M72          100-0       10000000          100-0       10000000
  267      912828M72          100-0       10000000          100-0       10000000
  268      912828M72          100-0       10000000          100-0       10000000
  269      912828M72          100-0       10000000          100-0       10000000
  270      912828M72          100-0       10000000          100-0       10000000
  271      912828M72          100-0       10000000          100-0       10000000
  272      912828M72          100-0       10000000          100-0       10000000
  273      912828M72          100-0       10000000          100-0       10000000
  274      912828M72          100-0       10000000          100-0       10000000
  275      912828M72          100-0       10000000          100-0       10000000
  276      912828M72          100-0       10000000          100-0       10000000
  277      912828M72          100-0       10000000          100-0       10000000
  278      912828M72          100-0       10000000          100-0       10000000
  279      912828M72          100-0       10000000          100-0       10000000
  280      912828M72          100-0       10000000          100-0       10000000
  281      912828M72          100-0       10000000          100-0       10000000
  282      912828M72          100-0       10000000          100-0       10000000
  283      912828M72          100-0       10000000          100-0       10000000
  284      912828M72          100-0       10000000          100-0       10000000
  285      912828M72          100-0       10000000          100-0       10000000
  286      912828M72          100-0       10000000          100-0       10000000
  287      912828M72          100-0       10000000          100-0       10000000
  288      912828M72          100-0       10000000          100-0       10000000
  289      912828M72          100-0       10000000          100-0       10000000
  290      912828M72          100-0       10000000          100-0       10000000
  291      912828M72          100-0       10000000          100-0       10000000
  292      912828M72          100-0       10000000          100-0       10000000
  293      912828M72          100-0       10000000          100-0       10000000
  294      912828M72          100-0       10000000          100-0       10000000
  295      912828M72          100-0       10000000          100-0       10000000
  296      912828M72          100-0       10000000          100-0       10000000
  297      912828M72          100-0       10000000          100-0       10000000
  298      912828M72          100-0       10000000          100-0       10000000
  299      912828M72          100-0       10000000          100-0       10000000
  300      912828M72          100-0       10000000          100-0       10000000
  301      912828M72          100-0       10000000          100-0       10000000
  302      912828M72          100-0       10000000          100-0       10000000
  303      912828M72          100-0       10000000          100-0       10000000
  304      912828M72          100-0       10000000          100-0       10000000
  305      912828M72          100-0       10000000          100-0       10000000
  306      912828M72          100-0       10000000          100-0       10000000
  307      912828M72          100-0       10000000          100-0       10000000
  308      912828M72          100-0       10000000          100-0       10000000
  309      912828M72          100-0       10000000          100-0       10000000
  310      912828M72          100-0       10000000          100-0       10000000
  311      912828M72          100-0       10000000          100-0       10000000
  312      912828M72          100-0       10000000          100-0       10000000
  313      912828M72          100-0       10000000          100-0       10000000
  314      912828M72          100-0       10000000          100-0       10000000
  315      912828M72          100-0       10000000          100-0       10000000
  316      912828M72          100-0       10000000          100-0       10000000
  317      912828M72          100-0       10000000          100-0       10000000
  318      912828M72          100-0       10000000          100-0       10000000
  319      912828M72          100-0       10000000          100-0       10000000
  320      912828M72          100-0       10000000          100-0       10000000
  321      912828M72          100-0       10000000          100-0       10000000
  322      912828M72          100-0       10000000          100-0       10000000
  323      912828M72          100-0       10000000          100-0       10000000
  324      912828M72          100-0       10000000          100-0       10000000
  325      912828M72          100-0       10000000          100-0       10000000
  326      912828M72          100-0       10000000          100-0       10000000
  327      912828M72          100-0       10000000          100-0       10000000
  328      912828M72          100-0       10000000          100-0       10000000
  329      912828M72          100-0       10000000          100-0       10000000
  330      912828M72          100-0       10000000          100-0       10000000
  331      912828M72          100-0       10000000          100-0       10000000
  332      912828M72          100-0       10000000          100-0       10000000
  333      912828M72          100-0       10000000          100-0       10000000
  334      912828M72          100-0       10000000          100-0       10000000
  335      912828M72          100-0       10000000          100-0       10000000
  336      912828M72          100-0       10000000           100-       10000000
  337      912828M72          100-0       10000000           100-       10000000
  338      912828M72          100-0       10000000           100-       10000000
  339      912828M72           100-       10000000           100-       10000000
  340      912828M72           100-       10000000           100-       10000000
  341      912828M72           100-       10000000           100-       10000000
  342      912828M72           100-       10000000           100-       10000000
  343      912828M72           100-       10000000           100-       10000000
  344      912828M72           100-       10000000           100-       10000000
  345      912828M72           100-       10000000           100-       10000000
  346      912828M72           100-       10000000           100-       10000000
  347      912828M72           100-       10000000           100-       10000000
  348      912828M72           100-       10000000           100-       10000000
  349      912828M72           100-       10000000           100-       10000000
  350      912828M72           100-       10000000           100-       10000000
  351      912828M72           100-       10000000           100-       10000000
  352      912828M72           100-       10000000           100-       10000000
  353      912828M72           100-       10000000           100-       10000000
  354      912828M72           100-       10000000           100-       10000000
  355      912828M72           100-       10000000           100-       10000000
  356      912828M72           100-       10000000           100-       10000000
  357      912828M72           100-       10000000           100-       10000000
  358      912828M72           100-       10000000           100-       10000000
  359      912828M72           100-       10000000           100-       10000000
  360      912828M72           100-       10000000           100-       10000000
  361      912828M72           100-       10000000           100-       10000000
  362      912828M72           100-       10000000           100-       10000000
  363      912828M72           100-       10000000           100-       10000000
  364      912828M72           100-       10000000           100-       10000000
  365      912828M72           100-       10000000           100-       10000000
  366      912828M72           100-       10000000           100-       10000000
  367      912828M72           100-       10000000           100-       10000000
  368      912828M72           100-       10000000           100-       10000000
  369      912828M72           100-       10000000           100-       10000000
  370      912828M72           100-       10000000           100-       10000000
  371      912828M72           100-       10000000           100-       10000000
  372      912828M72           100-       10000000           100-       10000000
  373      912828M72           100-       10000000           100-       10000000
  374      912828M72           100-       10000000           100-       10000000
  375      912828M72           100-       10000000           100-       10000000
  376      912828M72           100-       10000000           100-       10000000
  377      912828M72           100-       10000000           100-       10000000
  378      912828M72           100-       10000000           100-       10000000
  379      912828M72           100-       10000000           100-       10000000
  380      912828M72           100-       10000000           100-       10000000
  381      912828M72           100-       10000000           100-       10000000
  382      912828M72           100-       10000000           100-       10000000
  383      912828M72           100-       10000000           100-       10000000
  384      912828M72           100-       10000000           100-       10000000
  385      912828M72           100-       10000000           100-       10000000
  386      912828M72           100-       10000000           100-       10000000
  387      912828M72           100-       10000000           100-       10000000
  388      912828M72           100-       10000000           100-       10000000
  389      912828M72           100-       10000000           100-       10000000
  390      912828M72           100-       10000000           100-       10000000
  391      912828M72           100-       10000000           100-       10000000
  392      912828M72           100-       10000000           100-       10000000
  393      912828M72           100-       10000000           100-       10000000
  394      912828M72           100-       10000000           100-       10000000
  395      912828M72           100-       10000000           100-       10000000
  396      912828M72           100-       10000000           100-       10000000
  397      912828M72           100-       10000000           100-       10000000
  398      912828M72           100-       10000000           100-       10000000
  399      912828M72           100-       10000000           100-       10000000
  400      912828M72           100-       10000000           100-       10000000
  401      912828M72           100-       10000000           100-       10000000
  402      912828M72           100-       10000000           100-       10000000
  403      912828M72           100-       10000000           100-       10000000
  404      912828M72           100-       10000000           100-       10000000
  405      912828M72           100-       10000000           100-       10000000
  406      912828M72           100-       10000000           100-       10000000
  407      912828M72           100-       10000000           100-       10000000
  408      912828M72           100-       10000000           100-       10000000
  409      912828M72           100-       10000000           100-       10000000
  410      912828M72           100-       10000000           100-       10000000
  411      912828M72           100-       10000000           100-       10000000
  412      912828M72           100-       10000000           100-       10000000
  413      912828M72           100-       10000000           100-       10000000
  414      912828M72           100-       10000000           100-       10000000
  415      912828M72           100-       10000000           100-       10000000
  416      912828M72           100-       10000000           100-       10000000
  417      912828M72           100-       10000000           100-       10000000
  418      912828M72           100-       10000000           100-       10000000
  419      912828M72           100-       10000000           100-       10000000
  420      912828M72           100-       10000000           100-       10000000
  421      912828M72           100-       10000000           100-       10000000
  422      912828M72           100-       10000000           100-       10000000
  423      912828M72           100-       10000000           100-       10000000
  424      912828M72           100-       10000000           100-       10000000
  425      912828M72           100-       10000000           100-       10000000
  426      912828M72           100-       10000000           100-       10000000
  427      912828M72           100-       10000000           100-       10000000
  428      912828M72           100-       10000000           100-       10000000
  429      912828M72           100-       10000000           100-       10000000
  430      912828M72           100-       10000000           100-       10000000
  431      912828M72           100-       10000000           100-       10000000
  432      912828M72           100-       10000000           100-       10000000
  433      912828M72           100-       10000000           100-       10000000
  434      912828M72           100-       10000000           100-       10000000
  435      912828M72           100-       10000000           100-       10000000
  436      912828M72           100-       10000000           100-       10000000
  437      912828M72           100-       10000000           100-       10000000
  438      912828M72           100-       10000000           100-       10000000
  439      912828M72           100-       10000000           100-       10000000
  440      912828M72           100-       10000000           100-       10000000
  441      912828M72           100-       10000000           100-       10000000
  442      912828M72           100-       10000000           100-       10000000
  443      912828M72           100-       10000000           100-       10000000
  444      912828M72           100-       10000000           100-       10000000
  445      912828M72           100-       10000000           100-       10000000
  446      912828M72           100-       10000000           100-       10000000
  447      912828M72           100-       10000000           100-       10000000
  448      912828M72           100-       10000000           100-       10000000
  449      912828M72           100-       10000000           100-       10000000
  450      912828M72           100-       10000000           100-       10000000
  451      912828M72           100-       10000000           100-       10000000
  452      912828M72           100-       10000000           100-       10000000
  453      912828M72           100-       10000000           100-       10000000
  454      912828M72           100-       10000000           100-       10000000
  455      912828M72           100-       10000000           100-       10000000
  456      912828M72           100-       10000000           100-       10000000
  457      912828M72           100-       10000000           100-       10000000
  458      912828M72           100-       10000000           100-       10000000
  459      912828M72           100-       10000000           100-       10000000
  460      912828M72           100-       10000000           100-       10000000
  461      912828M72           100-       10000000           100-       10000000
  462      912828M72           100-       10000000           100-       10000000
  463      912828M72           100-       10000000           100-       10000000
  464      912828M72           100-       10000000           100-       10000000
  465      912828M72           100-       10000000           100-       10000000
  466      912828M72           100-       10000000           100-       10000000
  467      912828M72           100-       10000000           100-       10000000
  468      912828M72           100-       10000000           100-       10000000
  469      912828M72           100-       10000000           100-       10000000
  470      912828M72           100-       10000000           100-       10000000
  471      912828M72           100-       10000000           100-       10000000
  472      912828M72           100-       10000000           100-       10000000
  473      912828M72           100-       10000000           100-       10000000
  474      912828M72           100-       10000000           100-       10000000
  475      912828M72           100-       10000000           100-       10000000
  476      912828M72           100-       10000000           100-       10000000
  477      912828M72           100-       10000000           100-       10000000
  478      912828M72           100-       10000000           100-       10000000
  479      912828M72           100-       10000000           100-       10000000
  480      912828M72           100-       10000000           100-       10000000
  481      912828M72           100-       10000000           100-       10000000
  482      912828M72           100-       10000000           100-       10000000
  483      912828M72           100-       10000000           100-       10000000
  484      912828M72           100-       10000000           100-       10000000
  485      912828M72           100-       10000000           100-       10000000
  486      912828M72           100-       10000000           100-       10000000
  487      912828M72           100-       10000000           100-       10000000
  488      912828M72           100-       10000000           100-       10000000
  489      912828M72           100-       10000000           100-       10000000
  490      912828M72           100-       10000000           100-       10000000
  491      912828M72           100-       10000000           100-       10000000
  492      912828M72           100-       10000000           100-       10000000
  493      912828M72           100-       10000000           100-       10000000
  494      912828M72           100-       10000000           100-       10000000
  495      912828M72           100-       10000000           100-       10000000
  496      912828M72           100-       10000000           100-       10000000
  497      912828M72           100-       10000000           100-       10000000
  498      912828M72           100-       10000000           100-       10000000
  499      912828M72           100-       10000000           100-       10000000
  500      912828M72           100-       10000000           100-       10000000
  501      912828M72           100-       10000000           100-       10000000
  502      912828M72           100-       10000000           100-       10000000
  503      912828M72           100-       10000000           100-       10000000
  504      912828M72           100-       10000000           100-       10000000
  505      912828M72           100-       10000000           100-       10000000
  506      912828M72           100-       10000000           100-       10000000
  507      912828M72           100-       10000000           100-       10000000
  508      912828M72           100-       10000000           100-       10000000
  509      912828M72           100-       10000000           100-       10000000
  510      912828M72           100-       10000000           100-       10000000
  511      912828M72           100-       10000000           100-       10000000
  512      912828M72           100-       10000000          101-0       10000000
  513      912828M72           100-       10000000          101-0       10000000
  514      912828M72           100-       10000000          101-0       10000000
  515      912828M72           100-       10000000           100-       10000000
  516      912828M72           100-       10000000           100-       10000000
  517      912828M72           100-       10000000           100-       10000000
  518      912828M72           100-       10000000           100-       10000000
  519      912828M72           100-       10000000           100-       10000000
  520      912828M72           100-       10000000           100-       10000000
  521      912828M72           100-       10000000           100-       10000000
  522      912828M72           100-       10000000           100-       10000000
  523      912828M72           100-       10000000           100-       10000000
  524      912828M72           100-       10000000           100-       10000000
  525      912828M72           100-       10000000           100-       10000000
  526      912828M72           100-       10000000           100-       10000000
  527      912828M72           100-       10000000           100-       10000000
  528      912828M72           100-       10000000           100-       10000000
  529      912828M72           100-       10000000           100-       10000000
  530      912828M72           100-       10000000           100-       10000000
  531      912828M72           100-       10000000           100-       10000000
  532      912828M72           100-       10000000           100-       10000000
  533      912828M72           100-       10000000           100-       10000000
  534      912828M72           100-       10000000           100-       10000000
  535      912828M72           100-       10000000           100-       10000000
  536      912828M72           100-       10000000           100-       10000000
  537      912828M72           100-       10000000           100-       10000000
  538      912828M72           100-       10000000           100-       10000000
  539      912828M72           100-       10000000           100-       10000000
  540      912828M72           100-       10000000           100-       10000000
  541      912828M72           100-       10000000           100-       10000000
  542      912828M72           100-       10000000           100-       10000000
  543      912828M72           100-       10000000           100-       10000000
  544      912828M72           100-       10000000           100-       10000000
  545      912828M72           100-       10000000           100-       10000000
  546      912828M72           100-       10000000           100-       10000000
  547      912828M72           100-       10000000           100-       10000000
  548      912828M72           100-       10000000           100-       10000000
  549      912828M72           100-       10000000           100-       10000000
  550      912828M72           100-       10000000           100-       10000000
  551      912828M72           100-       10000000           100-       10000000
  552      912828M72           100-       10000000           100-       10000000
  553      912828M72           100-       10000000           100-       10000000
  554      912828M72           100-       10000000           100-       10000000
  555      912828M72           100-       10000000           100-       10000000
